No;Code;Jenis ken;NoPolisi;Thn Kendaraan;Warna;NoMesin;NoRangka;KD
178;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);DA8052TZB;2012;Kuning;4D34TH34850;MHMFE74P5CK068084;K
179;MF;ISUZU-NKR 55-NKR 55 CO E2-1 LWB;K7042Y;2013;Putih;M052406;MHCNKR55HDJ052406;B
180;MF;HONDA-HR-V-1.8 PRESTIGE A/T;DK1169JE;2015;Abu Abu Metalik;R18ZE1002832;MHRRU5870FJ402806;H
181;MF;TOYOTA-RUSH-1.5 S A/T;AD1033BC;2021;Putih;2NRG22584;MHKE8FB3JMK046261;H
182;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);DA9223CG;2012;Kuning;4D34TH54408;MHMFE74P5CK071334;K
183;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);DN9204AI;2011;Kuning;4D3ATG29699;MHMFE75P6BK007642;K
184;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DN9259BA;2012;Hijau;W04DTRJ46025;MJEC1JG43C5042291;K
185;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;KH8541AK;2010;Kuning;4D34TF24306;MHMFE74P4AK035574;K
186;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 (4X2) M/T;KH8297FD;2010;Kuning;4D34TFX7729;MHMFE74P5AK038717;K
187;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BG8059YB;2011;Kuning;4D34TG44072;MHMFE74P4BK049682;K
188;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;DA1179FE;2012;Kuning;4D34TH62543;MHMFE75P6CK019005;K
189;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DN8750LA;2013;Merah;W04DTRJ72224;MHFC1JU43D5071583;K
190;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8410TY;2014;Merah;W04DTRR05617;MHFC1JU43E5106431;K
191;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DD8551KT;2012;Putih;W04DTRJ59315;MJEC1JG43C5056536;K
192;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);P9137UX;2012;Kuning;4D34TH79601;MHMFE74P5CK078092;K
193;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DD8542KP;2013;Hijau;W04DTRJ87117;MJEC1JG43D5089775;K
194;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BH8261UU;2014;Kuning Kombinasi;4D34TK03263;MHMFE74P5EK135210;K
195;MF;HINO TRUCK 1 - 5 TON DTRWU342R-HKMTJD3;BE9142CX;2017;Hijau;W04DTRR44145;MJEC1JG43H5152228;K
196;MF;TOYOTA MINIBUSINNOVA G 2.5 M/T DIESEL;BK1692RC;2013;Hitam Metalik;2KDU309834;MHFXS42G8D2546778;K
197;MF;DAIHATSU-TERIOS-NEW TERIOS R M/T DELUXE;KT1751CV;2019;Silver Metalik;2NRF821702;MHKG8FA2JKK015381;H
198;MF;HONDA-HR-V-HONDA HR-VRU1 1.5 E;DA1473TEC;2016;Merah;L15Z61035353;MHRRU1850GJ403885;H
199;MF;MITSUBISHI-COLT-FE 74 HDV BAK BESI 3.9 MT;BH8028GM;2016;Kuning;4D34TPY1687;MHMFE74P5GK164923;B
200;MF;DAIHATSU-TERIOS-TX DELUXE 1.5 M/T;A1141BT;2021;Hitam Metalik;2NRG647688;MHKG8FA2JMK022874;H
201;MF;MITSUBISHI-XPANDER-ULTIMATE A/T;H1132EE;2019;Merah Metalik;4A91HB6473;MK2NCWTARKJ020920;H
202;MF;ISUZU TRUCK 1 - 5 TON DTRNKR 71 HD-E2 M/T;DB8588AS;2009;Putih;B014343;MHCNK71LY9J014343;K
203;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HD (4X2 M/T);BG8990G;2011;Kuning Kombinasi;4D34TG77034;MHMFE74P5BK054020;K
204;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BE9012C;2010;Kuning;4D34TF80927;MHMFE74P5AK035936;K
205;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BG8127YE;2011;Kuning;4D34TG56714;MHMFE74P4BK050246;K
206;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BE9609E;2008;Kuning;4D34TD02231;MHMFE74P58K014340;K
207;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BM8554SF;2011;Kuning;4D34TG78638;MHMFE74P5BK054934;K
208;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BH8344BU;2013;Kuning Kombinasi;4D34TJ92291;MHMFE74P5DK107553;K
209;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DB8460KA;2013;Hijau;W04DTRJ73070;MJEC1JG43D5072183;K
210;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BB9165FP;2012;Kuning;4D34TH98026;MHMFE74P5CK082214;K
211;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BM9773FT;2011;Kuning;4D34TGX5628;MHMFE74P4BK055219;K
212;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BG8243KC;2014;Kuning;4D34TK34576;MHMFE74P5EK122048;K
213;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;ID8765MP;2014;Merah;W04DTRR05832;MHFC1JU43E5106611;K
214;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;P9756UX;2013;Kuning;4D34TJ45723;MHMFE75P6DK025151;K
215;MF;MITSUBISHI TRUCK 1 - 5 TON TKIFE 74 HDV (4X2 M/T);H1938EW;2011;Kuning;4D34TG07814;MHMFE74P5BK058843;K
216;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC;DN8642KI;2012;Merah;W04DTRJ50673;MHFC1JU43C5047459;K
217;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DM9426F;2015;Hijau;W04DTRR20874;MJEC1JG43F5125082;K
218;MF;HINO TRUCK 1 - 5 TON LTR130 MDL;DD8908XK;2014;Hijau;W04DTRR01009;MJEC1JG43E5101013;K
219;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);KT8758CI;2011;Kuning;4D34TG39859;MHMFE74P5BK047945;K
220;MF;HONDA-CRV-CR-V RM1 2WD 2.0 AT CKD;B1580KJI;2016;Putih Orchid Mutiara;R20A54712096;MHRRM1830GJ751592;H
221;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HD (4X2 M/T);BM9260SC;2009;Kuning;4D34TE01879;MHMFE74P49K031578;K
222;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);F8020US;2012;Biru Metalik;4D34TH18658;MHMFE74P5CK065634;K
223;MF;HONDA HR-V NEW HRV 1.5 E A/T;B2297EBC;2015;Hitam Mutiara;L15761025762;MHRRU1850FJ418832;K
224;MF;MITSUBISHI PAJERO SPORT E GLX 4X4 M/T;BE1895AS;2011;Abu Perak Metalik;4D56UCCL5462;MMBGNKH40BF022428;K
225;MF;HONDA-JAZZ-NEW JAZZ I-VTEC RS 1.5 AT;D1013AIG;2019;Putih Mutiara Orchid;L15Z52263974;MHRGK586OKJ003012;H
226;MF;MITSUBISHI-COLT-FE SPR HD / 136 PS DUMP 3.9 MT;DA8704CG;2012;Kuning;4D34TH34543;MHMFE75P6CK020285;H
227;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC;BA9018MK;2010;Biru;W04DTRJ16598;MHFC1JU43A5008296;K
228;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DP9423GA;2012;Merah;W04DTRJ55729;MHFC1JU43C5053033;K
229;MF;HINO DUTRO WU342R-HKMTJD3/130HD;BM9106PC;2012;Putih;W04DTRJ59170;MJEC1JG43C5056528;K
230;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);DA9617AR;2007;Kuning;4D34TC85566;MHMFE74P57K003653;K
231;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE SUPER HD (4X2) M/T 136 PS;BG8033BA;2008;Kuning;4D34TG15950;MHMFE75P6BK007409;K
232;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;DA1420ZB;2013;Kuning;4D34TJ24960;MHMFE75P6DK023692;K
233;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8505CZ;2014;Merah;W04DTRR14827;MHFC1JU43E5116855;K
234;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);DD9043SB;2011;Kuning;4D34TG25093;MHMFE74P5BK046393;K
235;MF;MITSUBISHI FE 74 HD (4X2 M/T)FE 74 HD (4X2 M/T);DD9306BA;2011;Kuning;4D34TG22204;MHMFE74P5BK044341;K
236;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;BA9958HT;2012;Kuning;4D34TH23341;MHMFE74P4CK058365;K
237;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DN8776AY;2014;Merah;W04DTRR14720;MHFC1JU43E5116529;K
238;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8751KL;2013;Merah;W04DTRJ75433;MHFC1JU43D5075515;K
239;MF;MITSUBISHI TRUCK 1 - 5 TON TKIFE 74 HDV (4X2 M/T);H1833DF;2011;Kuning;4D34TGX6353;MHMFE74P5BK061093;K
240;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8163LY;2014;Merah;W04DTRR14900;MHFC1JU43E5116949;K
241;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC / JU 43;DN8464VG;2014;Merah;W04DTRR01165;MHFC1JU43E5101149;K
242;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC / JU 43;DN8755DA;2013;Merah;W04DTRJ76899;MHFC1JU43D5077212;K
243;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DN8734NY;2014;Merah;W04DTRR19868;MHFC1JU43E5123457;K
244;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BH8561YU;2013;Kuning;4D34TJ33263;MHMFE74P4DK066785;K
245;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;B9122TYX;2014;Kuning Kombinasi;4D34TKX6203;MHMFE75P6EK033680;K
246;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BG8977US;2013;Kuning;4D34TJ99908;MHMFE74P5DK106546;K
247;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE SUPER HDX (4X2) M/T;BD8742AK;2012;Kuning;4D34THY6542;MHMFE75P6CK022605;K
248;MF;MITSUBISHI COLT FE 75 SUPER HD 4X2 MT;DP8920TC;2013;Kuning;4D34TJ92711;MHMFE75P6DK027790;K
249;MF;MITSUBISHI COLT FE 74 HDV (4X2 M/T);BH8510SU;2014;Kuning Kombinasi;4D34TK53335;MHMFE74P5EK126925;K
250;MF;HINO-WU-WU342R-HKMTJD3/130HD;AA1381PC;2018;Putih Kombinasi;W04DTRR62662;MJEC1JG43J5172359;H
251;MF;MITSUBISHI-XPANDER-ULTIMATE A/T;T1619GE;2018;Hitam Mika;4A91GJ0160;MK2NCWTARJJO35609;H
252;MF;TOYOTA-RUSH-1.5 G A/T;F1049JQ;2019;Putih;2NRF876544;MHKE8F82JKK006773;B
253;MF;HINO TRUCK 1 - 5 TON LTR130 HD;DN8528KA;2014;Putih;W04DTRR00154;MJEC1JG43E5099529;K
254;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);KB9886HO;2010;Kuning;4D34TF75265;MHMFE74P5AK034052;K
255;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BA8809AU;2012;Kuning;4D34TH81854;MHMFE74P4CK062677;K
256;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BH8435MF;2010;Kuning;4D34TF75320;MHMFE74P5AK034079;K
257;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);KH9772FB;2008;Kuning;4D34TD37417;MHMFE74P48K013743;K
258;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BE9088UF;2010;Kuning;4D34TF24569;MHMFE74P4AK035627;K
259;MF;MITSUBISHI TRUCK > 5 TON LTRFN 517 M;BK9531LU;1994;Coklat Kenari;6D16C4X1391;FN517M022525;K
260;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 349/FE 74 M/T TC;KT8626VA;2006;Kuning;4D34B48081;MHMFE349E6R094001;K
261;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);KH8508KM;2010;Kuning;4D34TFY2715;MHMFE74P5AK040174;K
262;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC / JU 43;DD8465KP;2012;Merah;W04DTRJ54058;MHFC1JU43C5051366;K
263;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;BH8520MH;2012;Merah;W04DTRJ55686;MHFC1JU43C5053144;K
264;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);KH8792FM;2013;Kuning;4D34TJ47890;MHMFE74P5DK095933;K
265;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);BG8759LO;2009;Kuning;4D34TEY5129;MHMFE74P59K024641;K
266;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;BM9668MF;2011;Kuning;4D34TG37920;MHMFE74P4BK048336;K
267;MF;TOYOTA TRUCK 1 - 5 TON LTR130 LT M/T TC;DB8823DY;2010;Merah;W04DTRJ10313;MHFC1JU43A5000321;K
268;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BM8632FZ;2010;Kuning;4D34TF07500;MHMFE74P5AK038485;K
269;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);W9142UC;2011;Kuning;4D34TG08794;MHMFE74P5BK059197;K
270;MF;HINO TRUCK > 5 TON DTRFM226MD;B9039AM;2002;Hijau;EM100J17903;MJEFM226M2K017491;K
271;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);KT8739DF;2013;Kuning;4D34TJ88836;MHMFE74P5DK105459;K
272;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;DN8782AY;2010;Kuning;4D34TF56621;MHMFE75P6AK004132;K
273;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;DB8938EY;2012;Kuning;4D34TH15304;MHMFE75P6CK014294;K
274;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BM9508TH;2011;Kuning;4D34TG41169;MHMFE74P5BK049221;K
275;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC / JU 43;DD8474KT;2013;Merah;W04DTRJ85554;MHFC1JU43D5087067;K
276;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BM8679MF;2010;Kuning;4D34TF93830;MHMFE74P5AK036869;K
277;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8776KL;2012;Merah;W04DTRJ50408;MHFC1JU43C5047316;K
278;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;KH9482FC;2009;Kuning;4D34TE61997;MHMFE74P49K028380;K
279;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8457SK;2014;Merah;W04DTRR15109;MHFC1JU43E5117203;K
280;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;BH8670XU;2014;Kuning;4D34TK31252;MHMFE75P6EK030616;K
281;MF;MITSUBISHI COLT FE74HDV (4X2) M/T;BK8009CP;2012;Kuning Putih;4D34TH44191;MHMFE74P5CK071043;K
282;MF;MITSUBISHI COLT FE 74 HD (4X2 M/T);DD8236LB;2009;Kuning;4D34TE19962;MHMFE74P59K016878;K
283;MF;HONDA CITY CITY GM6 1.5 E CVT;B1729SAO;2017;Putih Orchid Mutiara;L15Z15204764;MRHGM6640HT810853;K
284;MF;MITSUBISHI-XPANDER-EXCEED M/T;A1544EF;2021;Putih Mutiara;4A91KAD2286;MK2NCLHANMJ001855;H
285;MF;HONDA HR-V NEW HRV 1.5 E A/T ( CVT ) SPECIAL EDITION MUGEN;B1750ZFX;2016;Putih Orchid Mutiara;L15Z61039345;MHRRU1850GJ406730;K
286;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BN4537BP;2008;Kuning;4D34TD18526;MHMFE74P58K006578;K
287;MF;TOYOTA-AVANZA-VELOZ 1.5 M/T;BG1694PI;2020;Silver Metalik;2NRG522024;MHKM5FA4JLK065012;H
288;MF;HONDA CITY CITY GM6 1.5 E CVT;E1894VQ;2016;Putih Orchid Mutiara;L15Z14101255;MRHGM6640GP710026;K
289;MF;HONDA-JAZZ-JAZZ GK5 1.5 RS CVT (CKD);B2761SIT;2019;Hitam Mutiara;L15Z52262611;MHRGK5860KJ001970;H
290;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);T9122TB;2012;Kuning;4D34TH63943;MHMFE74P5CK075199;K
291;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DM9510AA;2010;Merah;W04DTRJ15905;MHFC1JU43A5007433;K
292;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;KT8938KL;2011;Merah;W04DTRJ27561;MHFC1JU43B5021164;K
293;MF;HINO TRUCK 1 - 5 TON LTR130 HD;DD9893XZ;2011;Hijau;W04DTRJ35813;MJEC1JG43B5031161;K
294;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;BM8070MF;2009;Kuning;4D34TE85202;MHMFE74P49K029624;K
295;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DD9692XZ;2012;Hijau;W04DTRJ51503;MJEC1JG43C5048516;K
296;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);DA1195LA;2008;Kuning;4D34TD78932;MHMFE74P58K011472;K
297;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);DA1083ZC;2012;Kuning;4D34TGY4096;MHMFE74P5CK063614;K
298;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);KT8374RD;2010;Kuning;4D34TF07456;MHMFE74P5AK038362;K
299;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DD8690XK;2013;Hijau;W04DTRJ95985;MJEC1JG43D5098968;K
300;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BA9714YJ;2010;Kuning;4D34TF67434;MHMFE74P4AK039808;K
301;MF;ISUZU TRUCK 1 - 5 TON DTRNKR 71 HD-E2 M/T;DP9564EA;2013;Putih;B046980;MHCNKR71HDJ046980;K
302;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);DB8534CK;2011;Kuning;4D34TG38395;MHMFE74P5BK047700;K
303;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DM8648AC;2013;Merah;W04DTRJ84201;MHFC1JU43D5085529;K
304;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DK9390SF;2016;Putih;W04DTRR41517;MJEC1JG43G5149113;K
305;MF;MITSUBISHI COLT FE 74 HDV (4X2 M/T);G8736JZ;2010;Kuning Kombinasi;4D34TF93521;MHMFE74P5AK036738;K
306;MF;TOYOTA-RUSH-NEW RUSH 1.5 G M/T;A1578PP;2020;Putih;2NRG542977;MHKE8FA2JLJ002163;H
307;MF;HINO-WU-WU 342R 4.0 MT;BK8241FP;2016;Hijau;W04DTRR40221;MJEC1JG43G5147700;H
308;MF;MITSUBISHI-XPANDER-SPORT A/T;A1328PP;2019;Putih Mutiara;4A91HG2419;MK2NCWPARKJ008435;H
309;MF;MITSUBISHI-COLT-L 300 PU FB-R (4X2) M/T;BM9680RD;2021;Hitam;4D56CX94549;MK2L0PU39MJ021434;H
310;MF;DAIHATSU-TERIOS-TX DELUXE 1.5 M/T;KT1938RQ;2020;Putih;2NRG535498;MHKG8FA1JLJ006580;B
311;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BH8230SU;2012;Kuning Kombinasi;4D34THX5711;MHMFE74P5CK085133;K
312;MF;MITSUBISHI-XPANDER-ULTIMATE A/T;N1510SW;2017;Hitam Mika;4AG1CS3875;MK2NCWTARHJ001321;B
313;MF;HONDA-CRV-ALL NEW 2.4 L PRESTIGE A/T;N1653BY;2013;Merah Tua Mtr;K24Z99406905;MHRRM3850DJ341487;B
314;MF;ISUZU-NKR 71-NKR 71 HD E2-1;DB8230JB;2016;Putih;B072724;MHCNKR71HGJ072724;H
315;MF;HONDA BRIO RS 1.2 AT;D1697AKA;2022;Kuning Pekat;L12B34722766;MHRDD1890NJ241403;K
316;MF;ISUZU-NKR 71-NKR 71 HD E2-2;DD8921KY;2015;Putih;B068831;MHCNKR71HFJ068831;H
317;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BE9084Q;2009;Kuning;4D34TEX2093;MHMFE74P49K031848;K
318;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD9784GA;2011;Biru;W04DTRJ37297;MHFC1JU43B5032700;K
319;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);BB8119FB;2010;Kuning;4D34TF72609;MHMFE74P5AK032873;K
320;MF;ISUZU TRUCK 1 - 5 TON DTRNKR 71 HD-E2 M/T;DK9999IV;2011;Putih;B025482;MHCNK71LYBJ025482;K
321;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 75 (4X2) M/T;KT8861CI;2011;Kuning;4D34TG38211;MHMFE75P6BK008696;K
322;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8702KC;2012;Merah;W04DTRJ64346;MHFC1JU43C5062524;K
323;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HDV (4X2 M/T);BD8592AU;2011;Kuning;4D34TG41117;MHMFE74P5BK049236;K
324;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE SUPER HD (4X2) M/T 136 PS;BH8323BJ;2012;Kuning Kombinasi;4D34TH55267;MHMFE75P6CK018012;K
325;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);N8722UE;2008;Kuning;4D34TD35316;MHMFE74P48K013116;K
326;MF;HINO TRUCK 1 - 5 TON DTR130 HD;DM8244F;2010;Hijau;W04DTRJ15062;MJEC1JG43A5006295;K
327;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HD (4X2 M/T);KB8857UL;2010;Kuning;4D34TF35493;MHMFE74P5AK027701;K
328;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DC8501CY;2014;Biru;W04DTRJ96182;MHFC1JU43E5099745;K
329;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE SUPER HD (4X2) M/T 136 PS;DD8504MP;2010;Kuning;4D34TF05070;MHMFE75P6AK006310;K
330;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC;DP8549AD;2012;Merah;W04DTRJ58524;MHFC1JU43C5055982;K
331;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;BM9261SC;2009;Kuning;4D34TE97403;MHMFE74P49K030309;K
332;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE SUPER HD (4X2) M/T 136 PS;KB8918UL;2010;Kuning Kombinasi;4D34TF76364;MHMFE75P6AK005406;K
333;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 HD (4X2 M/T);DD8086LY;2007;Kuning;4D34TC57797;MHMFE74P57K001687;K
334;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);DA9729CA;2010;Kuning;4D34TF68768;MHMFE74P5AK031858;K
335;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);KT8804CG;2009;Kuning;4D34TE85386;MHMFE74P49K029889;K
336;MF;HINO TRUCK 1 - 5 TON LTR130 HD;DP8471AE;2013;Hijau;W04DTRJ86971;MJEC1JG43D5087539;K
337;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HD (4X2 M/T);DD9746KZ;2008;Kuning;4D34TD66168;MHMFE74P58K010621;K
338;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);DD9605AQ;2009;Kuning;4D34TE85536;MHMFE74P59K021704;K
339;MF;HINO TRUCK 1 - 5 TON LTR130 HD;DD8697LC;2014;Hijau;W04DTRR12370;MJEC1JG43E5114302;K
340;MF;TOYOTA TRUCK 1 - 5 TON LTR130 HT M/T TC;DP8270AN;2013;Merah;W04DTRJ85108;MHFC1JU43D5086961;K
341;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 75 SUPER HD 4X2 MT;KH8230K;2011;Kuning;4D34TGY9042;MHMFE75P6BK013708;K
342;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;BA8241GU;2011;Kuning;4D34TG44033;MHMFE74P4BK049822;K
343;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 74 S (4X2) M/T;Z9416NB;2012;Kuning;4D34TH37003;MHMFE74P4CK058918;K
344;MF;MITSUBISHI-COLT-FE 74 HD (4X2 M/T);D8536XK;2011;Kuning;4D34TG78615;MHMFE74P5BK054990;B
345;MF;MITSUBISHI-PAJERO-PAJERO SPORT 2.5D EXCEED 4X2 AT;H7023DZ;2010;Putih Mutiara;4D56UCBX5789;MMBGRKG40AF011453;B
346;MF;MITSUBISHI TRUCK 1 - 5 TON LTRFE 75 M/T;DM9619B;2008;Kuning;4D34TD84819;MHMFE75P68K001089;K
347;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;KH9504AC;2010;Kuning;4D34TF22475;MHMFE74P4AK035128;K
348;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 S (4X2) M/T;B9117JL;2007;Kuning;4D34TC58414;MHMFE74P47K002923;K
349;MF;MITSUBISHI TRUCK 1 - 5 TON DTRFE 74 HDV (4X2 M/T);BG8842EC;2011;Kuning;4D34TG44605;MHMFE74P5BK050052;K
350;MF;HINO TRUCK 1 - 5 TON LTR130 HD;DK9516SM;2013;Hitam;W04DTRJ75718;MJEC1JG43D5075466;K
351;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD8926KF;2012;Merah;W04DTRJ65125;MHFC1JU43C5063388;K
352;MF;TOYOTA TRUCK 1 - 5 TON DTR130 HT M/T TC;DD9799BZ;2011;Merah;W04DTRJ28256;MHFC1JU43B5022239;K
